Description...,Accession,Gene_id,BT_1,BT_2,BT_3,BT_4,BT_5,BT_6,BT_7,BT_8,BT_9,BT_10,BT_11,BT_12,BT_13,BT_14,CJK_1,CJK_2,CJK_3,CJK_4,CJK_5,CJK_6,CJK_7,CJK_8,CJK_9,CJK_10,CJK_11,CJK_12,CJK_13,CJK_14,CJK_16,CJK_17,CJK_18,CJK_19,CJK_20
Peptidyl-tRNA hydrolase 2  mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;,Q9Y3E5|PTH2_HUMAN,CCDC80,6550300,6950700,10844000,13723000,5160300,10806000,10605000,16626000,6541200,8230000,15608000,7690900,7038600,13951000,11848000,3096700,12830000,9789000,5796800,26305000,2326900,10925000,10104000,13762000,7003200,9478000,NA,14357000,16427000,3401500,8933200,3159700,14337000
Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1;,Q6P2E9|EDC4_HUMAN,S100A13,0,NA,320790,80387,NA,NA,NA,NA,NA,NA,NA,NA,112830,NA,17185000,1045100,7221200,956600,3694000,6438200,NA,NA,5511900,286600,3866300,7018500,2286900,NA,1377500,35196,147330,6089300,NA
60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;,P62910|RL32_HUMAN,GYS1,7342900,2049400,10815000,5844400,12479000,8635000,NA,2488100,NA,4931800,NA,NA,0,0,55959000,6109900,140650000,26204000,67056000,23540000,49717000,7439700,67702000,52762000,132030000,6703300,45274000,132170000,100750000,31719000,86634000,8720900,38093000
DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1;;,Q96EP5|DAZP1_HUMAN,SRSF7,9037800,5650300,7822200,5719600,10884000,6650400,7985800,7127900,6832000,3673800,7725600,2774600,5205600,4615900,10201000,NA,23315000,5207700,13559000,10480000,11876000,4879900,13075000,11136000,33369000,8447600,10069000,12943000,5673500,4403100,3040500,1629700,5564500
Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1;,Q9H4B7|TBB1_HUMAN,TIMM44,76024000,18852000,233230000,NA,15128000,12067000,334370,9585200,3505200,17454000,1118800,NA,0,15253000,1694100,NA,NA,661880,NA,5171800,NA,NA,694040000,1154300000,458790000,2316800,7791400,43074000,20483000,NA,NA,198770000,4829700
[F-actin]-monooxygenase MICAL2 OS=Homo sapiens OX=9606 GN=MICAL2 PE=1 SV=1;;,O94851|MICA2_HUMAN,GMPPB,2531200,NA,3298700,NA,NA,2396800,8511900,1120100,2902500,1320100,1646000,2190500,1418600,1274900,7278000,556460,17239000,1613600,6399200,1878800,11198000,NA,7519300,10575000,10323000,673730,2767600,3517600,1182700,7420000,5372400,4981100,5721500
Malignant T-cell-amplified sequence 1 OS=Homo sapiens OX=9606 GN=MCTS1 PE=1 SV=1;;,Q9ULC4|MCTS1_HUMAN,CEP170,10157000,2383100,20587000,7350300,10114000,10246000,11423000,8198100,12353000,5100600,15657000,5424600,6269600,4036000,23796000,5128800,28306000,11993000,19740000,22946000,23047000,7808200,24555000,6849700,28989000,10474000,16560000,21050000,18914000,13944000,13591000,7354400,6636200
Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3;;,Q9Y512|SAM50_HUMAN,IDH3A,NA,239070,357020,NA,1034300,1480900,NA,NA,NA,213890,NA,0,586200,871490,5100200,1641200,8880900,5983800,2905800,10386000,NA,1535800,160750000,4334200,6674900,2800700,2297300,11632000,3854900,2798600,11774000,3978100,11759000
Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3,O15260|SURF4_HUMAN,PDAP1,79261000,45891000,109230000,101830000,80882000,96353000,121860000,97291000,96828000,76042000,111860000,69881000,81793000,84037000,79744000,27842000,109330000,57540000,68200000,125570000,97199000,58949000,108050000,96204000,95733000,66496000,65224000,109640000,110090000,63260000,87270000,46264000,84419000
Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1,P41567|EIF1_HUMAN,GPD2,23824000,12744000,37574000,19565000,29499000,19570000,25172000,17108000,22256000,13019000,29375000,17493000,15489000,17832000,4814500,3613700,18057000,876290,471200,8102700,11667000,0,22415000,5273200,55562000,10022000,7534400,8246300,7423000,4622500,3546200,888420,315040
Inorganic pyrophosphatase 2  mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2;,Q9H2U2|IPYR2_HUMAN,ACTR10,10223000,2084200,13585000,1924300,39534000,7347300,907390,1267600,NA,33939000,1050600,1497900,408980,0,NA,0,5140100,1850700,NA,7256100,NA,2879000,4454600,7158700,18210000,2339400,NA,4424400,6768200,NA,2934800,NA,904610
Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4;,Q04760|LGUL_HUMAN,SNRPA,44157000,25623000,66585000,48163000,46718000,43224000,57757000,39060000,48883000,39608000,52994000,29043000,35201000,32404000,42943000,17272000,59426000,40175000,16996000,76678000,28674000,30997000,65473000,45589000,66400000,51849000,31191000,63980000,37847000,39956000,52882000,24227000,33479000
Guanylate kinase OS=Homo sapiens OX=9606 GN=GUK1 PE=1 SV=2;,Q16774|KGUA_HUMAN,SEC61B,5692800,4005500,14748000,8608700,8207200,9310300,4067600,3579700,10969000,9166900,5746400,6265200,7298800,7206500,6321900,1874200,23569000,7720100,1748900,34285000,12290000,3978000,14409000,9239700,4662800,6471600,NA,7899000,1540700,7378600,12715000,10251000,12555000
Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2;,Q96I24|FUBP3_HUMAN,ATP6V1F,3887700,2268700,4886900,3321900,6084200,3327300,5425200,1900000,4361500,1163300,2930800,1382800,4182700,1918600,5486300,597470,11456000,290700,6563700,1030100,6459200,1296200,3332500,2118200,28948000,446900,4697300,3777900,5732400,0,7080000,949180,2035800
Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2;;,P63096|GNAI1_HUMAN,ACOT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038400,416970,4042700,1303500,853300,12148000,NA,NA,2580700,7342000,0,428630,6965200,5281600,4440400,1905600,4897400,572420,NA
Protein tweety homolog 3 OS=Homo sapiens OX=9606 GN=TTYH3 PE=1 SV=3;;,Q9C0H2|TTYH3_HUMAN,HERC4,1236700,1301200,3841300,3305900,2088600,2068500,5965900,794260,2470900,NA,1569500,1633300,0,NA,78308000,388200,9510500,1196600,3355200,22459000,36044000,NA,162180000,NA,179590000,1620600,3890200,NA,186200,0,NA,339290,281580
Dynein light chain roadblock-type 1 OS=Homo sapiens OX=9606 GN=DYNLRB1 PE=1 SV=3;,Q9NP97|DLRB1_HUMAN,SUCLG1,34617000,24148000,47738000,32005000,35352000,30129000,40769000,27336000,32632000,26009000,40260000,17258000,33182000,30340000,44248000,4355700,73160000,9636700,36000000,36249000,44849000,12375000,71572000,43409000,84344000,18059000,20371000,44951000,41202000,33943000,37423000,13165000,23182000
Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3;;,P01023|A2MG_HUMAN,ARPC5,5898200,NA,851620,3717800,7238900,6406100,0,NA,3659800,1896300,1318400,NA,2503300,NA,106550000,1729400,652870000,2503600,546370000,10199000,447210000,0,578980000,564260,856450000,0,444070000,0,9548600,89406000,0,16683000,NA
RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1;;,P98179|RBM3_HUMAN,MYDGF,6424300,2583400,26960000,15866000,15498000,14661000,5842200,5481700,15188000,1003200,7399800,3149000,2236800,2632200,20300000,4567900,44753000,14263000,11960000,28136000,24377000,659370,26895000,9277100,29723000,22532000,11935000,17103000,5700700,6360100,2993700,5395000,6169000
DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;,P27695|APEX1_HUMAN,CPT1A,6683500,2315000,7610900,6525400,1272700,NA,7563400,4194300,4622000,1000300,2245800,0,2224300,167120,8700700,1794500,13638000,1656000,6220800,3655200,15287000,1317000,31902000,11164000,57566000,5401300,7511000,9421900,10882000,3408000,1929500,2064000,NA
40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2;;;,P62249|RS16_HUMAN,PTRH2,64645000,35913000,99370000,75147000,82531000,87513000,78267000,63212000,64461000,32555000,63651000,38474000,52082000,56094000,119700000,24212000,202730000,57801000,119860000,101480000,123670000,30357000,190760000,108390000,182080000,57310000,61087000,119710000,93120000,71745000,80241000,50676000,69586000
Golgin subfamily B member 1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=2;,Q14789|GOGB1_HUMAN,EDC4,14374000,4886000,16527000,9784400,12777000,16460000,18573000,14229000,17266000,15930000,16749000,35333000,18921000,3817100,82573000,13489000,421410000,2873100,0,25699000,32043000,15618000,585680000,26835000,1033400000,22373000,367330000,9298600,18442000,125840000,38443000,18436000,39238000
Serine/threonine-protein kinase Nek7 OS=Homo sapiens OX=9606 GN=NEK7 PE=1 SV=1;,Q8TDX7|NEK7_HUMAN,RPL32,10647000,1424700,7506300,688650,7272300,2363000,20275000,2664100,7221300,1411000,10220000,NA,6394800,1793200,23715000,736890,47096000,914480,12176000,4972600,43042000,1151900,30101000,19247000,21139000,1419700,17053000,14971000,10972000,32177000,16401000,18032000,7888100
Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1;;,Q96C36|P5CR2_HUMAN,DAZAP1,NA,NA,3318400,2486100,219330,922630,1684500,871300,883480,NA,1581600,704650,820980,527070,16539000,NA,31856000,2847800,5897600,9109100,8634800,NA,6397500,4350000,7444900,1183000,NA,7041300,12991000,3177600,5739800,8385700,7711300
Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;;,P26885|FKBP2_HUMAN,TUBB1,27096000,28331000,34892000,32812000,21051000,37184000,28398000,37015000,25641000,45709000,28168000,27013000,25527000,28548000,33577000,447270,31338000,2751300,20366000,23132000,37136000,30492000,36248000,32264000,33206000,17399000,20575000,24626000,31661000,15413000,21490000,11269000,23847000
Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3;;,P38117|ETFB_HUMAN,MICAL2,20145000,19712000,25353000,24009000,17211000,29676000,26725000,15477000,17778000,11006000,33505000,20059000,15703000,15896000,40746000,1477500,63734000,22468000,26169000,40298000,32880000,19053000,50582000,18864000,41008000,24619000,46176000,48590000,37453000,14056000,33077000,14654000,27682000
Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=RAPH1 PE=1 SV=3;;;,Q70E73|RAPH1_HUMAN,MCTS1,9616800,1098600,10606000,1940600,3796600,741060,11258000,2342400,18169000,2620600,4608700,1254200,4238900,1448600,10613000,1461700,15326000,2350700,14886000,2370200,6931900,NA,17370000,12270000,17858000,786940,8781400,6250900,4669600,10943000,3828200,3185600,1199400
Complement C4-A OS=Homo sapiens OX=9606 GN=C4A PE=1 SV=2;,P0C0L4|CO4A_HUMAN,SAMM50,NA,14542000,940180,0,0,390330,NA,1734900,168710,3254200,1006600,613740,NA,2277900,14999000,NA,139180000,432620,54367000,4315300,27968000,1462300,22175000,NA,83810000,NA,46281000,NA,0,4189000,NA,195710,NA
WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=3;;,Q641Q2|WAC2A_HUMAN,SURF4,2158500,347950,2711300,1226700,2280400,18347000,1460600,914630,23656000,1102500,1346100,223760,561770,278220,465930,NA,2330800,420110,1008600,8395800,0,NA,NA,NA,2495700,940630,362730,1688900,NA,0,1572000,461810,NA
Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2;;,Q96S97|MYADM_HUMAN,EIF1,5722700,2812100,9773300,8706300,5965200,12573000,8009700,8424700,5221000,6299300,4176500,5600400,2556400,4596600,35527000,7027000,59995000,38801000,42462000,76281000,34992000,64003000,91688000,122380000,23409000,42431000,51452000,56747000,72751000,26157000,72380000,19025000,81951000
Ras-related GTP-binding protein C OS=Homo sapiens OX=9606 GN=RRAGC PE=1 SV=1;,Q9HB90|RRAGC_HUMAN,PPA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99297,NA,NA,1734300,641340,0,NA,NA,852900,66308,460670,NA,NA,NA,NA,NA
FYVE and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FYCO1 PE=1 SV=3,Q9BQS8|FYCO1_HUMAN,GLO1,3840200,0,49614000,NA,1149900,259000,2405000,355240,2611700,671810,1525600,256060,19989000,53206,51696000,NA,10163000,399240,6136100,3364400,21241000,0,2172600,0,10524000,NA,9198700,373100,251790,1359100,4067300,362320,0
Glutamine amidotransferase-like class 1 domain-containing protein 3B  mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B PE=1 SV=1;,A0A0B4J2D5|GAL3B_HUMAN,GUK1,4385500,4437900,3078800,9656200,1898100,6354400,2034200,1419100,NA,689970,769630,1935000,1130400,2232500,861940,890680,34029000,4019900,NA,8994600,3684700,1450100,14407000,12536000,NA,4785200,7958800,4091200,5835300,3122000,8902600,975590,5789800
Glutamine amidotransferase-like class 1 domain-containing protein 3A  mitochondrial OS=Homo sapiens OX=9606 GN=GATD3A PE=1 SV=1;,P0DPI2|GAL3A_HUMAN,FUBP3,4385500,4437900,3078800,9656200,1898100,6354400,2034200,1419100,NA,689970,769630,1935000,1130400,2232500,861940,890680,34029000,4019900,NA,8994600,3684700,1450100,14407000,12536000,NA,4785200,7958800,4091200,5835300,3122000,8902600,975590,5789800
Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2;,Q14980|NUMA1_HUMAN,GNAI1,NA,7558000,658530,665690,487970,1026600,1038300,NA,2745100,108180000,113990000,NA,8930900,NA,18381000,117620,7622300,437870,34986000,8919300,42464000,NA,980970,3671000,7272700,1599000,266320,1646000,27631000,391040,355260,4701200,2912100
Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;,Q13867|BLMH_HUMAN,TTYH3,NA,NA,NA,882710,3711700,NA,NA,NA,NA,NA,978440,NA,0,0,6485800,3830900,16256000,5644000,5972700,8101600,7602400,2042600,4944500,7061700,18219000,9270800,8406000,15095000,8339200,6639700,7072300,795890,2533100
40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1;;;,P62857|RS28_HUMAN,DYNLRB1,50258000,21384000,54954000,40504000,46974000,45517000,57593000,39840000,43258000,19564000,59441000,22539000,34900000,43316000,20833000,7987200,10031000,10693000,28095000,24926000,40911000,15533000,85682000,43897000,72615000,19584000,25585000,53394000,39483000,30859000,32554000,12500000,28884000
Inactive glycosyltransferase 25 family member 3 OS=Homo sapiens OX=9606 GN=CERCAM PE=1 SV=1;;;,Q5T4B2|GT253_HUMAN,A2M,387800,NA,2165800,2549100,1837100,1560200,1846900,1355000,975500,1286000,1222600,1538000,2545700,1050900,13881000,NA,19642000,61108,5879200,119520,9063100,NA,1930400,NA,8110400,NA,433090,1294900,NA,NA,NA,984880,171030
3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2;,Q9BUT1|BDH2_HUMAN,RBM3,1634300,3863300,2971800,5644000,5164700,11633000,1185000,5476800,2991400,9239100,957630,3578900,811120,8591100,6944700,2718500,25161000,8318600,4337600,11296000,15362000,5705100,27413000,17667000,19116000,18500000,8306400,37562000,10384000,15446000,34961000,7395800,13149000
Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;,Q92890|UFD1_HUMAN,APEX1,2208000,1107300,12039000,4022300,4247200,4394000,4452700,2977000,4220600,2731500,5133600,2305400,3548100,4415300,12635000,1349400,17931000,4535200,6196000,11329000,2980000,597770,2949900,12250000,NA,NA,417750,12062000,5225200,6719700,8865100,4230800,6376400
Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2;;;,Q8N3V7|SYNPO_HUMAN,RPS16,1356700,1524900,13082000,9134300,3493300,NA,7698900,11079000,2511700,1863700,825930,1910800,10060000,872030,15431000,NA,30132000,NA,17799000,NA,16581000,NA,NA,350030,41119000,196920,1658100,3143300,NA,NA,209810,909700,4044200
Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2;,P06132|DCUP_HUMAN,GOLGB1,768960,NA,4834000,804470,2203000,3205300,61761,1118600,532510,2705200,NA,NA,2028100,NA,5323900,590130,NA,7310200,8244700,1307000,5661200,NA,904140,0,5772000,0,1589400,18013000,NA,NA,1367400,6031900,NA
Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3;;,O75347|TBCA_HUMAN,NEK7,44485000,21946000,64749000,25447000,54960000,20531000,58659000,34684000,46829000,23246000,58998000,22958000,34743000,30441000,18505000,165220,23784000,2554100,9282200,7046900,29227000,7021000,38445000,10460000,77783000,2235700,25642000,21979000,13329000,14945000,18858000,939600,11902000
Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;;,Q15813|TBCE_HUMAN,PYCR2,3061300,659410,6880500,1555500,3590400,5988000,4423000,2106000,3128000,1691500,3228800,918250,1555100,1325500,9841500,1711800,11222000,2747000,3692500,9972000,2956500,769210,911510,3568300,7160000,3995800,1503300,2577800,3448400,2571800,3726700,1116800,2009100
Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1;;;,Q13151|ROA0_HUMAN,FKBP2,8546400,5723100,11797000,9803200,12347000,11054000,6853300,8474200,7061700,6084700,6097100,6257700,5297700,6593200,18466000,6792300,23362000,12897000,21684000,25805000,18073000,13811000,27007000,24333000,27511000,24298000,12431000,33287000,20418000,16433000,7348400,8841600,18645000
Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=2;;,Q9Y263|PLAP_HUMAN,ETFB,NA,NA,NA,428920,1136900,NA,263380,336510,NA,1929400,0,0,1307800,NA,894630,1612700,3921700,297640,1504500,1953700,14936000,NA,5650000,2542100,4479800,952670,3328900,2396700,1411700,549560,1836300,602280,2104200
60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,P40429|RL13A_HUMAN,RAPH1,59206000,27202000,95954000,43825000,65843000,73603000,72712000,53494000,59726000,47444000,67540000,32788000,46309000,47595000,104760000,17426000,175120000,35417000,133170000,45182000,145880000,18095000,157720000,39008000,261660000,45306000,39001000,113540000,87225000,50190000,70965000,25762000,59249000
Keratin  type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2;;,P35908|K22E_HUMAN,C4A,NA,NA,NA,NA,NA,NA,1341800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,128180,NA,NA,NA,11248000,NA,NA,2595300,NA,NA,NA
Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1;,P51570|GALK1_HUMAN,WASHC2A,2233500,2245100,3448200,7236100,14145000,4825200,406330,4432100,373870,3316700,2101400,1827200,482760,2427900,1053700,518710,27669000,83331000,NA,14832000,NA,NA,9135100,31722000,179540000,11644000,20971000,23445000,4125000,1076900,870650,16256000,34040000
Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2 PE=1 SV=3,O14787|TNPO2_HUMAN,MYADM,950610,NA,NA,1088800,NA,NA,NA,NA,NA,NA,NA,0,558990,NA,23820000,2218900,8512500,1577700,43973000,9727700,NA,5274900,0,10076000,NA,8507300,2823700,3869100,2692200,1779700,8409500,5718000,2052300
Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3,P55735|SEC13_HUMAN,RRAGC,42172000,30245000,50527000,43651000,41621000,50164000,51543000,34207000,36370000,41591000,46163000,25612000,25239000,30972000,40766000,6481700,75434000,14549000,118420000,25911000,68299000,7737400,92843000,39912000,84722000,12506000,14751000,44139000,38432000,38626000,48250000,14151000,28669000
Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2;;;,P13473|LAMP2_HUMAN,FYCO1,7575700,5935700,6231900,12483000,6379100,51671000,9331900,10850000,9502400,7447800,6397400,42449000,8811500,9374800,21629000,14900000,54555000,34623000,27981000,58355000,28695000,51973000,55807000,36276000,39597000,23367000,21468000,25709000,20784000,21317000,27016000,10323000,27223000
Cystathionine beta-synthase OS=Homo sapiens OX=9606 GN=CBS PE=1 SV=2;,P35520|CBS_HUMAN,GATD3B,4114300,NA,2834500,0,5695400,999460,4636200,14141000,924350,NA,5617800,NA,4175700,NA,NA,NA,1925300,NA,NA,NA,NA,NA,0,NA,NA,NA,402770,NA,894900,NA,0,436310,NA
Cystathionine beta-synthase-like protein OS=Homo sapiens OX=9606 GN=CBSL PE=1 SV=1;,P0DN79|CBSL_HUMAN,GATD3A,4114300,NA,2834500,0,5695400,999460,4636200,14141000,924350,NA,5617800,NA,4175700,NA,NA,NA,1925300,NA,NA,NA,NA,NA,0,NA,NA,NA,402770,NA,894900,NA,0,436310,NA
Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 GN=PTPN23 PE=1 SV=1,Q9H3S7|PTN23_HUMAN,NUMA1,716270,8412000,2430200,411230,824450,714480,1734200,4705300,134570,1540000,990120,NA,453890,0,19214000,1670700,9569100,3556200,4581900,11297000,7603400,1409300,4676600,0,8880400,13889000,11373000,5243100,6266900,1681900,11407000,1348800,3560600
Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1;,Q9Y295|DRG1_HUMAN,BLMH,56808000,742430,14732000,4407100,36746000,5844100,5588000,4403900,1727100,2786900,8420500,898280,2690600,2924600,10034000,2171300,9985500,3811000,33265000,2135100,780410,0,1609500,236630,5908700,7413700,2201600,7256100,2143000,3085100,5235200,610630,3651500
Glutathione S-transferase theta-2 OS=Homo sapiens OX=9606 GN=GSTT2 PE=1 SV=1;,P0CG29|GST2_HUMAN,RPS28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3581200,NA,NA,NA,NA,NA,NA,NA,4171200,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cytochrome c1  heme protein  mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3;;,P08574|CY1_HUMAN,CERCAM,3839600,4707200,1622400,6616200,1394200,7554700,1489700,3848800,0,2489100,5548900,4266400,NA,6810300,9378100,263340,9944800,12090000,4125400,30798000,6903600,39158000,1010200,13374000,16472000,31627000,14338000,16245000,16708000,9030300,19630000,2291200,12848000
Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1,P22059|OSBP1_HUMAN,BDH2,2017200,2832700,5112700,3306100,3537600,2504400,4539000,6653300,3151800,2790100,4858700,3156700,3495800,1773600,15740000,2777200,9809800,3324600,13910000,11381000,13139000,636960,11860000,18820000,9503400,7063600,1812700,12138000,6643300,7613500,7814600,19679000,8509000
